alert_id,alert_type,location,station_id,district,latitude,longitude,forecast_horizon,risk_score,risk_tier,alert_severity,susceptibility,rainfall_trigger_index,forecast_rainfall_mm,timestamp,status,risk_mode,disclaimer
ALT-GRID-02080,REGIONAL_GRID_CELL,"Cell COARSE_C08655 (27.223N, 88.591E)",COARSE_C08655,East Sikkim,27.223,88.591,+24h,0.6789,High,HIGH,0.9489,0.4174,28.7,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02081,REGIONAL_GRID_CELL,"Cell COARSE_C08670 (27.223N, 88.606E)",COARSE_C08670,East Sikkim,27.223,88.606,+24h,0.6495,High,HIGH,0.9138,0.399,27.5,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02082,REGIONAL_GRID_CELL,"Cell COARSE_C08696 (27.223N, 88.632E)",COARSE_C08696,East Sikkim,27.223,88.632,+24h,0.5509,High,HIGH,0.7437,0.399,27.5,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02083,REGIONAL_GRID_CELL,"Cell COARSE_C08705 (27.223N, 88.641E)",COARSE_C08705,East Sikkim,27.223,88.641,+24h,0.5643,High,HIGH,0.7667,0.399,27.5,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02084,REGIONAL_GRID_CELL,"Cell COARSE_C08706 (27.223N, 88.642E)",COARSE_C08706,East Sikkim,27.223,88.642,+24h,0.5609,High,HIGH,0.761,0.399,27.5,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02085,REGIONAL_GRID_CELL,"Cell COARSE_C08707 (27.223N, 88.643E)",COARSE_C08707,East Sikkim,27.223,88.643,+24h,0.5694,High,HIGH,0.7755,0.399,27.5,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02086,REGIONAL_GRID_CELL,"Cell COARSE_C08708 (27.223N, 88.644E)",COARSE_C08708,East Sikkim,27.223,88.644,+24h,0.5667,High,HIGH,0.7709,0.399,27.5,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02087,REGIONAL_GRID_CELL,"Cell COARSE_C08711 (27.223N, 88.647E)",COARSE_C08711,East Sikkim,27.223,88.647,+24h,0.5744,High,HIGH,0.7842,0.399,27.5,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02088,REGIONAL_GRID_CELL,"Cell COARSE_C08845 (27.224N, 88.580E)",COARSE_C08845,East Sikkim,27.224,88.58,+24h,0.571,High,HIGH,0.764,0.4174,28.7,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02089,REGIONAL_GRID_CELL,"Cell COARSE_C08848 (27.224N, 88.583E)",COARSE_C08848,East Sikkim,27.224,88.583,+24h,0.6971,High,HIGH,0.9801,0.4174,28.7,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02090,REGIONAL_GRID_CELL,"Cell COARSE_C08849 (27.224N, 88.584E)",COARSE_C08849,East Sikkim,27.224,88.584,+24h,0.6958,High,HIGH,0.9779,0.4174,28.7,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02091,REGIONAL_GRID_CELL,"Cell COARSE_C08850 (27.224N, 88.585E)",COARSE_C08850,East Sikkim,27.224,88.585,+24h,0.6754,High,HIGH,0.9429,0.4174,28.7,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02092,REGIONAL_GRID_CELL,"Cell COARSE_C08851 (27.224N, 88.586E)",COARSE_C08851,East Sikkim,27.224,88.586,+24h,0.6559,High,HIGH,0.9095,0.4174,28.7,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02093,REGIONAL_GRID_CELL,"Cell COARSE_C08865 (27.224N, 88.600E)",COARSE_C08865,East Sikkim,27.224,88.6,+24h,0.6364,High,HIGH,0.8761,0.4174,28.7,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02094,REGIONAL_GRID_CELL,"Cell COARSE_C08869 (27.224N, 88.604E)",COARSE_C08869,East Sikkim,27.224,88.604,+24h,0.6305,High,HIGH,0.8809,0.399,27.5,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02095,REGIONAL_GRID_CELL,"Cell COARSE_C08870 (27.224N, 88.605E)",COARSE_C08870,East Sikkim,27.224,88.605,+24h,0.6455,High,HIGH,0.9069,0.399,27.5,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02096,REGIONAL_GRID_CELL,"Cell COARSE_C08896 (27.224N, 88.631E)",COARSE_C08896,East Sikkim,27.224,88.631,+24h,0.564,High,HIGH,0.7662,0.399,27.5,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02097,REGIONAL_GRID_CELL,"Cell COARSE_C08899 (27.224N, 88.634E)",COARSE_C08899,East Sikkim,27.224,88.634,+24h,0.6769,High,HIGH,0.9609,0.399,27.5,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02098,REGIONAL_GRID_CELL,"Cell COARSE_C08900 (27.224N, 88.635E)",COARSE_C08900,East Sikkim,27.224,88.635,+24h,0.6652,High,HIGH,0.9408,0.399,27.5,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02099,REGIONAL_GRID_CELL,"Cell COARSE_C08901 (27.224N, 88.636E)",COARSE_C08901,East Sikkim,27.224,88.636,+24h,0.6679,High,HIGH,0.9454,0.399,27.5,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02100,REGIONAL_GRID_CELL,"Cell COARSE_C08906 (27.224N, 88.641E)",COARSE_C08906,East Sikkim,27.224,88.641,+24h,0.552,High,HIGH,0.7455,0.399,27.5,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02101,REGIONAL_GRID_CELL,"Cell COARSE_C08907 (27.224N, 88.642E)",COARSE_C08907,East Sikkim,27.224,88.642,+24h,0.5569,High,HIGH,0.754,0.399,27.5,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02102,REGIONAL_GRID_CELL,"Cell COARSE_C08908 (27.224N, 88.643E)",COARSE_C08908,East Sikkim,27.224,88.643,+24h,0.5698,High,HIGH,0.7763,0.399,27.5,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02103,REGIONAL_GRID_CELL,"Cell COARSE_C08909 (27.224N, 88.644E)",COARSE_C08909,East Sikkim,27.224,88.644,+24h,0.5682,High,HIGH,0.7735,0.399,27.5,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02104,REGIONAL_GRID_CELL,"Cell COARSE_C08910 (27.224N, 88.645E)",COARSE_C08910,East Sikkim,27.224,88.645,+24h,0.6752,High,HIGH,0.9581,0.399,27.5,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02105,REGIONAL_GRID_CELL,"Cell COARSE_C08913 (27.224N, 88.648E)",COARSE_C08913,East Sikkim,27.224,88.648,+24h,0.5734,High,HIGH,0.7825,0.399,27.5,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02106,REGIONAL_GRID_CELL,"Cell COARSE_C09004 (27.224N, 88.739E)",COARSE_C09004,East Sikkim,27.224,88.739,+24h,0.5524,High,HIGH,0.9954,0.1095,0.0,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02107,REGIONAL_GRID_CELL,"Cell COARSE_C09047 (27.225N, 88.581E)",COARSE_C09047,East Sikkim,27.225,88.581,+24h,0.5739,High,HIGH,0.769,0.4174,28.7,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02108,REGIONAL_GRID_CELL,"Cell COARSE_C09049 (27.225N, 88.583E)",COARSE_C09049,East Sikkim,27.225,88.583,+24h,0.676,High,HIGH,0.944,0.4174,28.7,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02109,REGIONAL_GRID_CELL,"Cell COARSE_C09050 (27.225N, 88.584E)",COARSE_C09050,East Sikkim,27.225,88.584,+24h,0.6881,High,HIGH,0.9647,0.4174,28.7,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02110,REGIONAL_GRID_CELL,"Cell COARSE_C09051 (27.225N, 88.585E)",COARSE_C09051,East Sikkim,27.225,88.585,+24h,0.6835,High,HIGH,0.9568,0.4174,28.7,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02111,REGIONAL_GRID_CELL,"Cell COARSE_C09052 (27.225N, 88.586E)",COARSE_C09052,East Sikkim,27.225,88.586,+24h,0.706,High,HIGH,0.9954,0.4174,28.7,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02112,REGIONAL_GRID_CELL,"Cell COARSE_C09053 (27.225N, 88.587E)",COARSE_C09053,East Sikkim,27.225,88.587,+24h,0.6625,High,HIGH,0.9209,0.4174,28.7,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02113,REGIONAL_GRID_CELL,"Cell COARSE_C09092 (27.225N, 88.626E)",COARSE_C09092,East Sikkim,27.225,88.626,+24h,0.6512,High,HIGH,0.9167,0.399,27.5,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02114,REGIONAL_GRID_CELL,"Cell COARSE_C09095 (27.225N, 88.629E)",COARSE_C09095,East Sikkim,27.225,88.629,+24h,0.6964,High,HIGH,0.9946,0.399,27.5,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02115,REGIONAL_GRID_CELL,"Cell COARSE_C09096 (27.225N, 88.630E)",COARSE_C09096,East Sikkim,27.225,88.63,+24h,0.697,High,HIGH,0.9957,0.399,27.5,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02116,REGIONAL_GRID_CELL,"Cell COARSE_C09101 (27.225N, 88.635E)",COARSE_C09101,East Sikkim,27.225,88.635,+24h,0.6643,High,HIGH,0.9393,0.399,27.5,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02117,REGIONAL_GRID_CELL,"Cell COARSE_C09102 (27.225N, 88.636E)",COARSE_C09102,East Sikkim,27.225,88.636,+24h,0.6736,High,HIGH,0.9553,0.399,27.5,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02118,REGIONAL_GRID_CELL,"Cell COARSE_C09108 (27.225N, 88.642E)",COARSE_C09108,East Sikkim,27.225,88.642,+24h,0.5595,High,HIGH,0.7585,0.399,27.5,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02119,REGIONAL_GRID_CELL,"Cell COARSE_C09111 (27.225N, 88.645E)",COARSE_C09111,East Sikkim,27.225,88.645,+24h,0.6748,High,HIGH,0.9573,0.399,27.5,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02120,REGIONAL_GRID_CELL,"Cell COARSE_C09113 (27.225N, 88.647E)",COARSE_C09113,East Sikkim,27.225,88.647,+24h,0.6743,High,HIGH,0.9565,0.399,27.5,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02121,REGIONAL_GRID_CELL,"Cell COARSE_C09114 (27.225N, 88.648E)",COARSE_C09114,East Sikkim,27.225,88.648,+24h,0.5543,High,HIGH,0.7496,0.399,27.5,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02122,REGIONAL_GRID_CELL,"Cell COARSE_C09115 (27.225N, 88.649E)",COARSE_C09115,East Sikkim,27.225,88.649,+24h,0.6106,High,HIGH,0.8466,0.399,27.5,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02123,REGIONAL_GRID_CELL,"Cell COARSE_C09204 (27.225N, 88.738E)",COARSE_C09204,East Sikkim,27.225,88.738,+24h,0.5518,High,HIGH,0.9944,0.1095,0.0,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02124,REGIONAL_GRID_CELL,"Cell COARSE_C09205 (27.225N, 88.739E)",COARSE_C09205,East Sikkim,27.225,88.739,+24h,0.5525,High,HIGH,0.9957,0.1095,0.0,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02125,REGIONAL_GRID_CELL,"Cell COARSE_C09249 (27.226N, 88.582E)",COARSE_C09249,East Sikkim,27.226,88.582,+24h,0.6583,High,HIGH,0.9137,0.4174,28.7,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02126,REGIONAL_GRID_CELL,"Cell COARSE_C09250 (27.226N, 88.583E)",COARSE_C09250,East Sikkim,27.226,88.583,+24h,0.6911,High,HIGH,0.9698,0.4174,28.7,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02127,REGIONAL_GRID_CELL,"Cell COARSE_C09251 (27.226N, 88.584E)",COARSE_C09251,East Sikkim,27.226,88.584,+24h,0.705,High,HIGH,0.9937,0.4174,28.7,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02128,REGIONAL_GRID_CELL,"Cell COARSE_C09252 (27.226N, 88.585E)",COARSE_C09252,East Sikkim,27.226,88.585,+24h,0.704,High,HIGH,0.9919,0.4174,28.7,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02129,REGIONAL_GRID_CELL,"Cell COARSE_C09253 (27.226N, 88.586E)",COARSE_C09253,East Sikkim,27.226,88.586,+24h,0.673,High,HIGH,0.9389,0.4174,28.7,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02130,REGIONAL_GRID_CELL,"Cell COARSE_C09254 (27.226N, 88.587E)",COARSE_C09254,East Sikkim,27.226,88.587,+24h,0.7054,High,HIGH,0.9944,0.4174,28.7,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02131,REGIONAL_GRID_CELL,"Cell COARSE_C09255 (27.226N, 88.588E)",COARSE_C09255,East Sikkim,27.226,88.588,+24h,0.6521,High,HIGH,0.903,0.4174,28.7,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02132,REGIONAL_GRID_CELL,"Cell COARSE_C09256 (27.226N, 88.589E)",COARSE_C09256,East Sikkim,27.226,88.589,+24h,0.7054,High,HIGH,0.9944,0.4174,28.7,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02133,REGIONAL_GRID_CELL,"Cell COARSE_C09259 (27.226N, 88.592E)",COARSE_C09259,East Sikkim,27.226,88.592,+24h,0.7036,High,HIGH,0.9913,0.4174,28.7,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02134,REGIONAL_GRID_CELL,"Cell COARSE_C09281 (27.226N, 88.614E)",COARSE_C09281,East Sikkim,27.226,88.614,+24h,0.6413,High,HIGH,0.8996,0.399,27.5,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02135,REGIONAL_GRID_CELL,"Cell COARSE_C09293 (27.226N, 88.626E)",COARSE_C09293,East Sikkim,27.226,88.626,+24h,0.6633,High,HIGH,0.9376,0.399,27.5,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02136,REGIONAL_GRID_CELL,"Cell COARSE_C09299 (27.226N, 88.632E)",COARSE_C09299,East Sikkim,27.226,88.632,+24h,0.6648,High,HIGH,0.9402,0.399,27.5,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02137,REGIONAL_GRID_CELL,"Cell COARSE_C09301 (27.226N, 88.634E)",COARSE_C09301,East Sikkim,27.226,88.634,+24h,0.6716,High,HIGH,0.9519,0.399,27.5,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02138,REGIONAL_GRID_CELL,"Cell COARSE_C09308 (27.226N, 88.641E)",COARSE_C09308,East Sikkim,27.226,88.641,+24h,0.559,High,HIGH,0.7577,0.399,27.5,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02139,REGIONAL_GRID_CELL,"Cell COARSE_C09311 (27.226N, 88.644E)",COARSE_C09311,East Sikkim,27.226,88.644,+24h,0.5608,High,HIGH,0.7607,0.399,27.5,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02140,REGIONAL_GRID_CELL,"Cell COARSE_C09317 (27.226N, 88.650E)",COARSE_C09317,East Sikkim,27.226,88.65,+24h,0.5539,High,HIGH,0.7489,0.399,27.5,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02141,REGIONAL_GRID_CELL,"Cell COARSE_C09404 (27.226N, 88.737E)",COARSE_C09404,East Sikkim,27.226,88.737,+24h,0.5532,High,HIGH,0.9971,0.1095,0.0,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02142,REGIONAL_GRID_CELL,"Cell COARSE_C09410 (27.226N, 88.743E)",COARSE_C09410,East Sikkim,27.226,88.743,+24h,0.5536,High,HIGH,0.9977,0.1095,0.0,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02143,REGIONAL_GRID_CELL,"Cell COARSE_C09412 (27.226N, 88.745E)",COARSE_C09412,East Sikkim,27.226,88.745,+24h,0.5539,High,HIGH,0.9984,0.1095,0.0,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02144,REGIONAL_GRID_CELL,"Cell COARSE_C09413 (27.226N, 88.746E)",COARSE_C09413,East Sikkim,27.226,88.746,+24h,0.554,High,HIGH,0.9986,0.1095,0.0,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02145,REGIONAL_GRID_CELL,"Cell COARSE_C09414 (27.226N, 88.747E)",COARSE_C09414,East Sikkim,27.226,88.747,+24h,0.5541,High,HIGH,0.9988,0.1095,0.0,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02146,REGIONAL_GRID_CELL,"Cell COARSE_C09450 (27.227N, 88.582E)",COARSE_C09450,East Sikkim,27.227,88.582,+24h,0.6486,High,HIGH,0.897,0.4174,28.7,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02147,REGIONAL_GRID_CELL,"Cell COARSE_C09451 (27.227N, 88.583E)",COARSE_C09451,East Sikkim,27.227,88.583,+24h,0.6482,High,HIGH,0.8964,0.4174,28.7,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02148,REGIONAL_GRID_CELL,"Cell COARSE_C09452 (27.227N, 88.584E)",COARSE_C09452,East Sikkim,27.227,88.584,+24h,0.6497,High,HIGH,0.899,0.4174,28.7,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02149,REGIONAL_GRID_CELL,"Cell COARSE_C09453 (27.227N, 88.585E)",COARSE_C09453,East Sikkim,27.227,88.585,+24h,0.7042,High,HIGH,0.9924,0.4174,28.7,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02150,REGIONAL_GRID_CELL,"Cell COARSE_C09454 (27.227N, 88.586E)",COARSE_C09454,East Sikkim,27.227,88.586,+24h,0.7049,High,HIGH,0.9935,0.4174,28.7,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02151,REGIONAL_GRID_CELL,"Cell COARSE_C09455 (27.227N, 88.587E)",COARSE_C09455,East Sikkim,27.227,88.587,+24h,0.6849,High,HIGH,0.9593,0.4174,28.7,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02152,REGIONAL_GRID_CELL,"Cell COARSE_C09456 (27.227N, 88.588E)",COARSE_C09456,East Sikkim,27.227,88.588,+24h,0.7037,High,HIGH,0.9915,0.4174,28.7,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02153,REGIONAL_GRID_CELL,"Cell COARSE_C09460 (27.227N, 88.592E)",COARSE_C09460,East Sikkim,27.227,88.592,+24h,0.7049,High,HIGH,0.9935,0.4174,28.7,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02154,REGIONAL_GRID_CELL,"Cell COARSE_C09480 (27.227N, 88.612E)",COARSE_C09480,East Sikkim,27.227,88.612,+24h,0.6339,High,HIGH,0.8869,0.399,27.5,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02155,REGIONAL_GRID_CELL,"Cell COARSE_C09488 (27.227N, 88.620E)",COARSE_C09488,East Sikkim,27.227,88.62,+24h,0.6637,High,HIGH,0.9382,0.399,27.5,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02156,REGIONAL_GRID_CELL,"Cell COARSE_C09493 (27.227N, 88.625E)",COARSE_C09493,East Sikkim,27.227,88.625,+24h,0.6656,High,HIGH,0.9415,0.399,27.5,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02157,REGIONAL_GRID_CELL,"Cell COARSE_C09494 (27.227N, 88.626E)",COARSE_C09494,East Sikkim,27.227,88.626,+24h,0.6672,High,HIGH,0.9443,0.399,27.5,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02158,REGIONAL_GRID_CELL,"Cell COARSE_C09496 (27.227N, 88.628E)",COARSE_C09496,East Sikkim,27.227,88.628,+24h,0.6546,High,HIGH,0.9226,0.399,27.5,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02159,REGIONAL_GRID_CELL,"Cell COARSE_C09497 (27.227N, 88.629E)",COARSE_C09497,East Sikkim,27.227,88.629,+24h,0.6547,High,HIGH,0.9227,0.399,27.5,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02160,REGIONAL_GRID_CELL,"Cell COARSE_C09499 (27.227N, 88.631E)",COARSE_C09499,East Sikkim,27.227,88.631,+24h,0.6676,High,HIGH,0.945,0.399,27.5,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02161,REGIONAL_GRID_CELL,"Cell COARSE_C09500 (27.227N, 88.632E)",COARSE_C09500,East Sikkim,27.227,88.632,+24h,0.6671,High,HIGH,0.944,0.399,27.5,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02162,REGIONAL_GRID_CELL,"Cell COARSE_C09511 (27.227N, 88.643E)",COARSE_C09511,East Sikkim,27.227,88.643,+24h,0.5707,High,HIGH,0.7778,0.399,27.5,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02163,REGIONAL_GRID_CELL,"Cell COARSE_C09517 (27.227N, 88.649E)",COARSE_C09517,East Sikkim,27.227,88.649,+24h,0.5689,High,HIGH,0.7747,0.399,27.5,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02164,REGIONAL_GRID_CELL,"Cell COARSE_C09607 (27.227N, 88.739E)",COARSE_C09607,East Sikkim,27.227,88.739,+24h,0.5524,High,HIGH,0.9954,0.1095,0.0,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02165,REGIONAL_GRID_CELL,"Cell COARSE_C09650 (27.228N, 88.581E)",COARSE_C09650,East Sikkim,27.228,88.581,+24h,0.6517,High,HIGH,0.9024,0.4174,28.7,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02166,REGIONAL_GRID_CELL,"Cell COARSE_C09651 (27.228N, 88.582E)",COARSE_C09651,East Sikkim,27.228,88.582,+24h,0.6492,High,HIGH,0.8981,0.4174,28.7,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02167,REGIONAL_GRID_CELL,"Cell COARSE_C09652 (27.228N, 88.583E)",COARSE_C09652,East Sikkim,27.228,88.583,+24h,0.6392,High,HIGH,0.8809,0.4174,28.7,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02168,REGIONAL_GRID_CELL,"Cell COARSE_C09653 (27.228N, 88.584E)",COARSE_C09653,East Sikkim,27.228,88.584,+24h,0.7049,High,HIGH,0.9936,0.4174,28.7,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
ALT-GRID-02169,REGIONAL_GRID_CELL,"Cell COARSE_C09654 (27.228N, 88.585E)",COARSE_C09654,East Sikkim,27.228,88.585,+24h,0.7056,High,HIGH,0.9947,0.4174,28.7,2026-09-08T18:05:43Z,ACTIVE,forecast_composite,SIMULATED / PROTOTYPE ALERT
